name,count,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace
Aaron,3646,2.88,91.60700000000001,3.264,2.057,0.055,0.13699999999999998
Abbas,59,0.0,71.186,3.39,25.424,0.0,0.0
Abbey,57,0.0,96.491,3.509,0.0,0.0,0.0
Abbie,74,1.351,95.946,2.7030000000000003,0.0,0.0,0.0
Abby,262,1.527,94.656,1.527,2.29,0.0,0.0
Abdul,221,0.452,44.343999999999994,6.787000000000001,47.511,0.452,0.452
Abdullah,44,2.273,65.90899999999999,9.091000000000001,22.726999999999997,0.0,0.0
Abe,31,6.452000000000001,77.419,12.902999999999999,3.2260000000000004,0.0,0.0
Abel,327,82.569,12.844000000000001,2.141,2.4459999999999997,0.0,0.0
Abelardo,76,78.947,9.211,0.0,11.842,0.0,0.0
Abhijit,34,0.0,17.647000000000002,0.0,82.353,0.0,0.0
Abhishek,18,0.0,0.0,0.0,100.0,0.0,0.0
Abigail,418,12.200999999999999,81.579,1.435,4.785,0.0,0.0
Abner,41,39.024,34.146,12.195,14.634,0.0,0.0
Abraham,413,30.750999999999998,47.7,7.747999999999999,12.349,1.453,0.0
Abram,43,9.302,81.395,6.977,2.326,0.0,0.0
Ada,199,30.653000000000002,53.266000000000005,7.035,8.543,0.503,0.0
Adalberto,69,94.20299999999999,5.797000000000001,0.0,0.0,0.0,0.0
Adam,4725,1.989,96.148,0.635,1.016,0.085,0.127
Adan,146,91.781,5.479,2.055,0.685,0.0,0.0
Addie,49,2.041,67.347,26.531,2.041,2.041,0.0
Adel,77,9.091000000000001,71.429,5.195,14.286,0.0,0.0
Adela,122,63.115,28.689,0.0,8.197000000000001,0.0,0.0
Adelaida,44,52.273,13.636,0.0,34.091,0.0,0.0
Adelaide,41,12.195,75.61,12.195,0.0,0.0,0.0
Adele,193,0.518,93.78200000000001,2.591,2.591,0.0,0.518
Adelina,62,62.903,25.805999999999997,1.6130000000000002,8.065,1.6130000000000002,0.0
Adeline,66,10.606,65.152,7.5760000000000005,15.152000000000001,0.0,1.515
Adina,55,3.636,89.09100000000001,5.455,1.818,0.0,0.0
Admir,15,0.0,100.0,0.0,0.0,0.0,0.0
Adnan,66,0.0,66.667,1.515,30.303,1.515,0.0
Adolfo,179,87.15100000000001,10.056000000000001,0.5589999999999999,2.235,0.0,0.0
Adolph,44,11.364,72.727,15.909,0.0,0.0,0.0
Adria,40,10.0,90.0,0.0,0.0,0.0,0.0
Adrian,865,36.301,49.248999999999995,11.097999999999999,2.659,0.34700000000000003,0.34700000000000003
Adriana,489,62.372,35.992,0.818,0.613,0.204,0.0
Adriane,58,6.897,75.862,15.517000000000001,1.724,0.0,0.0
Adrianna,30,43.333,50.0,3.333,3.333,0.0,0.0
Adrianne,95,3.158,89.47399999999999,6.316,1.053,0.0,0.0
Adrienne,644,2.019,83.385,12.732999999999999,1.5530000000000002,0.155,0.155
Afshin,37,0.0,83.78399999999999,0.0,13.514000000000001,0.0,2.7030000000000003
Agata,48,2.083,97.917,0.0,0.0,0.0,0.0
Agatha,36,2.778,61.111000000000004,16.667,16.667,2.778,0.0
Agnes,352,3.125,67.898,10.795,17.614,0.568,0.0
Agnieszka,104,1.923,96.154,0.9620000000000001,0.9620000000000001,0.0,0.0
Agustin,239,89.958,5.858,0.418,3.766,0.0,0.0
Ahmad,163,0.613,67.485,3.681,26.38,1.227,0.613
Ahmed,176,1.136,65.34100000000001,8.523,22.726999999999997,0.0,2.273
Ahmet,32,6.25,90.625,0.0,3.125,0.0,0.0
Ai,31,3.2260000000000004,9.677,0.0,87.09700000000001,0.0,0.0
Aida,214,45.794,37.85,0.935,15.421,0.0,0.0
Aileen,186,9.14,65.59100000000001,2.151,22.581,0.0,0.5379999999999999
Aimee,611,2.782,93.45299999999999,0.327,3.11,0.16399999999999998,0.16399999999999998
Aisha,72,5.556,25.0,59.722,9.722000000000001,0.0,0.0
Ajay,154,0.649,25.325,0.649,70.779,1.9480000000000002,0.649
Ajit,68,1.4709999999999999,20.588,0.0,77.941,0.0,0.0
Akbar,31,0.0,48.387,0.0,51.613,0.0,0.0
Akiko,33,3.03,27.273000000000003,3.03,66.667,0.0,0.0
Al,92,5.435,73.913,10.87,8.696,1.087,0.0
Alain,114,14.035,66.667,10.526,7.895,0.0,0.877
Alaina,55,1.818,94.545,1.818,1.818,0.0,0.0
Alan,4795,1.5019999999999998,92.471,1.064,4.797,0.10400000000000001,0.063
Alana,153,5.229,84.96700000000001,8.497,1.307,0.0,0.0
Alane,22,0.0,100.0,0.0,0.0,0.0,0.0
Alanna,53,0.0,96.226,0.0,1.8869999999999998,1.8869999999999998,0.0
Alastair,18,0.0,100.0,0.0,0.0,0.0,0.0
Alba,113,82.301,16.814,0.0,0.885,0.0,0.0
Albert,2425,9.526,75.093,7.4639999999999995,7.546,0.20600000000000002,0.165
Alberta,132,7.5760000000000005,62.879,27.273000000000003,2.273,0.0,0.0
Alberto,674,81.306,11.128,0.445,6.825,0.297,0.0
Alden,38,7.895,78.947,2.6319999999999997,10.526,0.0,0.0
Aldo,114,58.772,37.719,0.0,3.509,0.0,0.0
Alec,109,0.0,89.90799999999999,1.835,8.257,0.0,0.0
Alecia,89,2.247,78.652,16.854,0.0,2.247,0.0
Alejandra,183,87.978,8.743,0.0,3.279,0.0,0.0
Alejandro,821,90.134,6.943,0.122,2.801,0.0,0.0
Aleksandar,30,0.0,100.0,0.0,0.0,0.0,0.0
Aleksander,33,0.0,96.97,0.0,0.0,0.0,3.03
Aleksandr,185,0.541,98.37799999999999,0.0,1.081,0.0,0.0
Aleksandra,47,0.0,100.0,0.0,0.0,0.0,0.0
Aleksey,53,0.0,96.226,0.0,3.7739999999999996,0.0,0.0
Alen,31,3.2260000000000004,90.323,0.0,6.452000000000001,0.0,0.0
Alena,58,1.724,86.20700000000001,8.621,3.448,0.0,0.0
Alene,31,0.0,87.09700000000001,6.452000000000001,3.2260000000000004,0.0,3.2260000000000004
Alesha,36,2.778,80.556,16.667,0.0,0.0,0.0
Alesia,49,6.122000000000001,61.224,32.653,0.0,0.0,0.0
Alessandra,34,8.824,91.176,0.0,0.0,0.0,0.0
Alessandro,46,4.348,89.13,2.174,4.348,0.0,0.0
Aleta,49,2.041,89.796,8.163,0.0,0.0,0.0
Alex,1371,18.964000000000002,64.406,3.136,12.982999999999999,0.21899999999999997,0.292
Alexa,78,2.5639999999999996,94.87200000000001,2.5639999999999996,0.0,0.0,0.0
Alexander,2247,8.677999999999999,81.531,2.759,6.631,0.134,0.267
Alexandr,18,0.0,100.0,0.0,0.0,0.0,0.0
Alexandra,504,10.714,85.516,1.19,1.984,0.198,0.397
Alexandre,80,10.0,83.75,2.5,3.75,0.0,0.0
Alexandria,92,7.609,84.78299999999999,2.174,4.348,1.087,0.0
Alexandru,31,6.452000000000001,93.54799999999999,0.0,0.0,0.0,0.0
Alexei,30,0.0,100.0,0.0,0.0,0.0,0.0
Alexey,21,0.0,100.0,0.0,0.0,0.0,0.0
Alexia,38,0.0,86.84200000000001,10.526,2.6319999999999997,0.0,0.0
Alexis,452,14.159,77.655,5.088,2.8760000000000003,0.0,0.221
Alf,15,0.0,100.0,0.0,0.0,0.0,0.0
Alfonso,482,78.21600000000001,13.071,3.9419999999999997,4.564,0.0,0.207
Alfred,1237,10.186,75.829,9.054,4.689,0.081,0.162
Alfreda,35,2.8569999999999998,22.857,71.429,2.8569999999999998,0.0,0.0
Alfredo,687,80.64,10.770999999999999,0.728,7.86,0.0,0.0
Ali,514,1.946,72.763,4.28,19.455,0.973,0.584
Alia,30,6.667000000000001,73.333,3.333,16.667,0.0,0.0
Alice,1923,4.888,80.135,6.292000000000001,8.164,0.20800000000000002,0.312
Alicia,1719,24.375,66.667,5.934,2.734,0.11599999999999999,0.175
Alicja,31,0.0,100.0,0.0,0.0,0.0,0.0
Alida,34,23.529,73.529,2.9410000000000003,0.0,0.0,0.0
Alina,137,21.168000000000003,72.993,2.19,3.65,0.0,0.0
Aline,58,1.724,81.03399999999999,10.345,6.897,0.0,0.0
Alireza,73,1.37,93.15100000000001,0.0,5.479,0.0,0.0
Alisa,338,2.0709999999999997,86.686,7.396,3.846,0.0,0.0
Alisha,213,3.286,84.977,10.329,0.469,0.469,0.469
Alison,1403,0.784,96.294,1.2830000000000001,1.568,0.0,0.071
Alissa,224,1.339,95.536,1.786,0.893,0.446,0.0
Alistair,26,0.0,100.0,0.0,0.0,0.0,0.0
Alix,37,5.405,75.676,13.514000000000001,2.7030000000000003,0.0,2.7030000000000003
Aliza,33,6.061,81.818,9.091000000000001,0.0,3.03,0.0
Alka,36,0.0,16.667,0.0,80.556,2.778,0.0
Alla,126,0.794,99.206,0.0,0.0,0.0,0.0
Allan,1113,2.066,88.23,1.8869999999999998,7.457000000000001,0.09,0.27
Allen,1912,1.046,88.755,4.498,5.178,0.052000000000000005,0.47100000000000003
Allene,31,0.0,70.968,22.581,6.452000000000001,0.0,0.0
Allison,1774,0.62,95.37799999999999,1.9169999999999998,1.9169999999999998,0.0,0.16899999999999998
Allyn,57,5.263,91.228,3.509,0.0,0.0,0.0
Allyson,255,0.0,96.07799999999999,3.137,0.784,0.0,0.0
Alma,611,56.137,31.588,7.2010000000000005,5.074,0.0,0.0
Alok,36,0.0,22.221999999999998,2.778,72.222,2.778,0.0
Alon,33,0.0,90.90899999999999,3.03,6.061,0.0,0.0
Alonso,51,82.353,13.725,1.9609999999999999,1.9609999999999999,0.0,0.0
Alonzo,81,18.519000000000002,34.568000000000005,44.443999999999996,2.469,0.0,0.0
Alphonse,49,2.041,83.67299999999999,14.286,0.0,0.0,0.0
Alphonso,56,7.143,14.286,76.786,1.786,0.0,0.0
Alta,47,0.0,91.48899999999999,6.382999999999999,2.128,0.0,0.0
Altagracia,43,90.698,6.977,0.0,2.326,0.0,0.0
Althea,77,2.597,41.558,50.648999999999994,5.195,0.0,0.0
Alton,127,0.787,74.016,22.046999999999997,2.362,0.787,0.0
Alva,71,25.351999999999997,53.521,15.493,5.6339999999999995,0.0,0.0
Alvaro,272,87.132,12.5,0.0,0.368,0.0,0.0
Alvin,595,3.866,62.353,21.008000000000003,12.773,0.0,0.0
Alyce,103,1.942,90.291,6.796,0.971,0.0,0.0
Alycia,51,3.9219999999999997,88.235,7.843,0.0,0.0,0.0
Alyse,25,0.0,100.0,0.0,0.0,0.0,0.0
Alysia,33,0.0,100.0,0.0,0.0,0.0,0.0
Alyson,193,1.036,96.37299999999999,1.554,1.036,0.0,0.0
Alyssa,321,4.673,91.9,0.312,2.804,0.0,0.312
Amado,64,68.75,4.688,0.0,26.563000000000002,0.0,0.0
Amador,35,80.0,5.7139999999999995,0.0,14.286,0.0,0.0
Amal,52,0.0,67.308,7.692,25.0,0.0,0.0
Amalia,111,57.658,34.234,0.0,7.207000000000001,0.9009999999999999,0.0
Amanda,4395,3.14,94.31200000000001,1.206,0.9329999999999999,0.205,0.205
Amar,43,2.326,46.512,2.326,48.836999999999996,0.0,0.0
Amarjit,45,2.222,15.556,0.0,82.22200000000001,0.0,0.0
Amber,1557,1.8630000000000002,95.055,1.9909999999999999,0.7709999999999999,0.193,0.128
Amelia,439,22.096,61.731,5.4670000000000005,10.706,0.0,0.0
Amer,33,0.0,66.667,0.0,33.333,0.0,0.0
Ami,115,0.87,81.73899999999999,4.348,13.043,0.0,0.0
Amie,220,1.364,92.727,3.636,2.273,0.0,0.0
Amin,52,5.769,59.615,7.692,25.0,1.923,0.0
Amina,30,0.0,46.667,26.666999999999998,26.666999999999998,0.0,0.0
Amir,209,1.9140000000000001,75.598,2.392,18.182000000000002,0.478,1.435
Amit,233,0.0,24.893,0.429,73.82,0.858,0.0
Amita,46,0.0,26.087,0.0,67.391,6.522,0.0
Amos,103,7.767,65.04899999999999,22.33,4.854,0.0,0.0
Amparo,87,86.20700000000001,8.046,0.0,5.747000000000001,0.0,0.0
Amy,9775,0.992,95.56,0.358,2.844,0.14300000000000002,0.102
An,111,0.0,3.6039999999999996,0.0,96.396,0.0,0.0
Ana,1656,73.249,23.43,0.9059999999999999,2.295,0.0,0.121
Anabel,49,83.67299999999999,12.245,0.0,4.082,0.0,0.0
Anand,137,0.73,21.898000000000003,0.0,74.453,2.92,0.0
Anastasia,157,0.637,94.904,2.548,1.274,0.0,0.637
Anatoliy,84,0.0,100.0,0.0,0.0,0.0,0.0
Anatoly,42,0.0,97.619,0.0,2.381,0.0,0.0
Anca,19,0.0,100.0,0.0,0.0,0.0,0.0
Anders,53,0.0,98.113,0.0,1.8869999999999998,0.0,0.0
Anderson,47,19.149,31.915,34.043,14.894,0.0,0.0
Andra,68,0.0,89.706,8.824,0.0,1.4709999999999999,0.0
Andre,599,5.5089999999999995,56.928000000000004,33.723,3.339,0.16699999999999998,0.33399999999999996
Andrea,4215,4.27,89.751,4.9110000000000005,0.807,0.214,0.047
Andreas,164,0.61,95.73200000000001,1.829,1.829,0.0,0.0
Andrei,78,2.5639999999999996,92.30799999999999,2.5639999999999996,2.5639999999999996,0.0,0.0
Andres,482,83.81700000000001,12.655999999999999,0.415,2.905,0.207,0.0
Andrew,10945,1.882,93.212,1.69,3.07,0.11,0.037000000000000005
Andrey,114,0.877,97.368,0.0,1.754,0.0,0.0
Andria,60,3.333,80.0,11.667,5.0,0.0,0.0
Andriy,34,0.0,100.0,0.0,0.0,0.0,0.0
Andrzej,177,0.0,100.0,0.0,0.0,0.0,0.0
Andy,555,6.306,52.793,1.6219999999999999,38.559,0.721,0.0
Aneta,49,0.0,100.0,0.0,0.0,0.0,0.0
Angel,888,69.14399999999999,22.635,3.716,4.279,0.225,0.0
Angela,6432,4.851,85.619,7.167000000000001,1.975,0.187,0.20199999999999999
Angelia,100,4.0,74.0,20.0,1.0,0.0,1.0
Angelica,453,71.30199999999999,24.724,0.442,3.3110000000000004,0.221,0.0
Angelika,46,0.0,91.304,0.0,8.696,0.0,0.0
Angelina,292,34.247,50.342,3.425,10.959000000000001,0.685,0.342
Angeline,101,0.99,79.208,3.96,15.842,0.0,0.0
Angelique,139,5.0360000000000005,77.69800000000001,15.107999999999999,2.158,0.0,0.0
Angelita,86,39.535,16.279,4.651,38.372,0.0,1.163
Angelo,486,10.494000000000002,84.774,3.0860000000000003,1.44,0.20600000000000002,0.0
Angie,379,10.29,77.57300000000001,2.639,9.499,0.0,0.0
Angus,43,0.0,95.34899999999999,0.0,4.651,0.0,0.0
Anh,184,0.5429999999999999,4.348,0.0,95.109,0.0,0.0
Ani,44,2.273,81.818,4.545,11.364,0.0,0.0
Anibal,54,88.889,11.110999999999999,0.0,0.0,0.0,0.0
Anil,215,0.93,18.14,0.93,79.535,0.0,0.465
Anila,30,0.0,46.667,0.0,50.0,3.333,0.0
Anissa,49,2.041,79.592,16.327,2.041,0.0,0.0
Anita,2003,6.64,76.835,7.7379999999999995,8.288,0.39899999999999997,0.1
Anja,35,2.8569999999999998,91.429,5.7139999999999995,0.0,0.0,0.0
Anjali,51,0.0,23.529,0.0,76.471,0.0,0.0
Anjana,33,0.0,24.241999999999997,0.0,75.758,0.0,0.0
Anjanette,34,5.882000000000001,67.64699999999999,26.471,0.0,0.0,0.0
Anju,33,0.0,15.152000000000001,0.0,81.818,3.03,0.0
Ankur,33,3.03,12.120999999999999,3.03,81.818,0.0,0.0
Ann,5151,0.912,94.855,1.5730000000000002,2.4459999999999997,0.09699999999999999,0.11599999999999999
Anna,3347,7.439,84.762,2.211,5.377999999999999,0.09,0.12
Annabel,32,21.875,59.375,9.375,9.375,0.0,0.0
Annabelle,70,5.7139999999999995,70.0,1.429,21.429000000000002,0.0,1.429
Annalisa,38,0.0,94.73700000000001,2.6319999999999997,2.6319999999999997,0.0,0.0
Annamaria,37,16.215999999999998,81.081,0.0,2.7030000000000003,0.0,0.0
Annamarie,68,10.294,86.765,0.0,1.4709999999999999,1.4709999999999999,0.0
Anne,4239,0.731,96.037,0.8959999999999999,2.147,0.142,0.047
Anneliese,32,3.125,96.875,0.0,0.0,0.0,0.0
Annemarie,164,0.0,97.561,1.829,0.61,0.0,0.0
Annetta,48,2.083,75.0,18.75,2.083,2.083,0.0
Annette,1679,6.135,82.37,9.708,1.5490000000000002,0.179,0.06
Annie,654,3.517,44.95399999999999,30.886999999999997,20.031,0.153,0.45899999999999996
Annmarie,188,1.5959999999999999,94.681,3.1910000000000003,0.532,0.0,0.0
Anselmo,45,71.111,22.221999999999998,0.0,6.667000000000001,0.0,0.0
Anson,36,0.0,58.333,2.778,38.889,0.0,0.0
Anthony,10335,5.099,84.161,7.199,3.154,0.174,0.213
Antje,19,0.0,100.0,0.0,0.0,0.0,0.0
Antoine,104,2.885,53.846000000000004,40.385,2.885,0.0,0.0
Antoinette,505,5.941,76.238,15.446,1.584,0.198,0.594
Anton,184,1.087,89.13,5.978,3.261,0.5429999999999999,0.0
Antonella,36,0.0,97.22200000000001,0.0,0.0,2.778,0.0
Antonette,44,6.818,81.818,9.091000000000001,2.273,0.0,0.0
Antonia,273,47.253,42.49100000000001,5.495,3.6630000000000003,0.733,0.366
Antonietta,34,2.9410000000000003,94.118,0.0,2.9410000000000003,0.0,0.0
Antonina,37,5.405,81.081,0.0,13.514000000000001,0.0,0.0
Antonino,43,27.906999999999996,69.767,0.0,2.326,0.0,0.0
Antonio,1965,56.336000000000006,31.603,5.242000000000001,6.6160000000000005,0.0,0.204
Antony,96,1.042,77.083,4.167,16.667,1.042,0.0
Anup,34,0.0,17.647000000000002,0.0,82.353,0.0,0.0
Anuradha,60,0.0,10.0,0.0,90.0,0.0,0.0
Anwar,37,0.0,40.541,10.811,45.946000000000005,0.0,2.7030000000000003
Aparna,44,0.0,22.726999999999997,0.0,77.273,0.0,0.0
April,1662,2.708,88.448,6.739,1.685,0.301,0.12
Ara,58,0.0,94.82799999999999,1.724,3.448,0.0,0.0
Araceli,191,84.81700000000001,8.901,0.0,5.7589999999999995,0.524,0.0
Aracely,49,93.87799999999999,6.122000000000001,0.0,0.0,0.0,0.0
Aram,38,2.6319999999999997,94.73700000000001,0.0,2.6319999999999997,0.0,0.0
Arash,33,3.03,75.758,0.0,18.182000000000002,0.0,3.03
Arcelia,40,87.5,12.5,0.0,0.0,0.0,0.0
Archana,50,0.0,16.0,0.0,82.0,2.0,0.0
Archie,134,2.239,63.433,29.104,2.985,0.0,2.239
Arden,52,0.0,84.615,13.462,1.923,0.0,0.0
Ardis,31,0.0,96.774,3.2260000000000004,0.0,0.0,0.0
Ari,72,2.778,91.667,0.0,5.556,0.0,0.0
Ariana,45,33.333,60.0,0.0,4.444,0.0,2.222
Arianne,32,6.25,87.5,6.25,0.0,0.0,0.0
Aric,56,3.571,92.85700000000001,1.786,1.786,0.0,0.0
Arie,31,3.2260000000000004,87.09700000000001,6.452000000000001,3.2260000000000004,0.0,0.0
Ariel,186,40.86,45.699,2.151,11.29,0.0,0.0
Arif,36,2.778,30.555999999999997,0.0,66.667,0.0,0.0
Arkadiusz,27,0.0,100.0,0.0,0.0,0.0,0.0
Arkady,23,0.0,100.0,0.0,0.0,0.0,0.0
Arla,16,0.0,100.0,0.0,0.0,0.0,0.0
Arleen,98,2.041,85.714,6.122000000000001,6.122000000000001,0.0,0.0
Arlen,46,2.174,97.82600000000001,0.0,0.0,0.0,0.0
Arlene,878,4.67,84.852,5.581,4.67,0.228,0.0
Arlette,30,10.0,66.667,16.667,6.667000000000001,0.0,0.0
Arlie,20,0.0,100.0,0.0,0.0,0.0,0.0
Arline,43,4.651,86.04700000000001,2.326,6.977,0.0,0.0
Arlyn,34,5.882000000000001,79.41199999999999,2.9410000000000003,11.765,0.0,0.0
Armand,77,3.8960000000000004,85.714,1.2990000000000002,9.091000000000001,0.0,0.0
Armando,803,84.06,9.838,0.249,5.729,0.125,0.0
Armen,87,2.299,94.25299999999999,0.0,3.448,0.0,0.0
Armida,42,76.19,21.429000000000002,0.0,2.381,0.0,0.0
Armin,31,0.0,93.54799999999999,0.0,6.452000000000001,0.0,0.0
Arnaldo,37,67.568,18.919,0.0,13.514000000000001,0.0,0.0
Arne,42,0.0,92.85700000000001,7.143,0.0,0.0,0.0
Arnel,37,2.7030000000000003,16.215999999999998,0.0,81.081,0.0,0.0
Arno,20,0.0,100.0,0.0,0.0,0.0,0.0
Arnold,615,7.48,78.211,7.317,6.992000000000001,0.0,0.0
Arnoldo,55,94.545,5.455,0.0,0.0,0.0,0.0
Arnulfo,98,89.796,2.041,0.0,8.163,0.0,0.0
Aron,87,4.598,91.954,1.149,2.299,0.0,0.0
Arsen,19,0.0,100.0,0.0,0.0,0.0,0.0
Arsenio,37,35.135,32.431999999999995,2.7030000000000003,29.73,0.0,0.0
Art,84,16.667,67.857,4.762,10.714,0.0,0.0
Artemio,54,75.926,1.8519999999999999,0.0,22.221999999999998,0.0,0.0
Arthur,2902,6.167999999999999,83.115,7.099,3.377,0.10300000000000001,0.138
Arti,35,5.7139999999999995,31.429000000000002,2.8569999999999998,60.0,0.0,0.0
Artur,71,2.8169999999999997,95.775,0.0,0.0,1.4080000000000001,0.0
Arturo,715,87.133,7.972,0.0,4.755,0.0,0.14
Arun,131,0.763,25.954,0.763,71.756,0.763,0.0
Aruna,42,0.0,23.81,0.0,73.81,2.381,0.0
Arvin,36,13.889000000000001,61.111000000000004,0.0,25.0,0.0,0.0
Arvind,73,0.0,27.397,0.0,69.863,2.74,0.0
Asa,36,2.778,86.111,11.110999999999999,0.0,0.0,0.0
Asha,82,0.0,19.512,8.537,71.95100000000001,0.0,0.0
Ashish,118,0.0,15.254000000000001,0.0,84.74600000000001,0.0,0.0
Ashlee,114,0.877,97.368,1.754,0.0,0.0,0.0
Ashleigh,88,1.136,96.59100000000001,2.273,0.0,0.0,0.0
Ashley,2333,1.629,93.699,3.6010000000000004,0.986,0.086,0.0
Ashlie,38,7.895,92.105,0.0,0.0,0.0,0.0
Ashok,169,0.5920000000000001,18.343,0.0,79.29,1.183,0.5920000000000001
Ashraf,55,0.0,81.818,0.0,18.182000000000002,0.0,0.0
Ashton,34,0.0,82.353,14.706,0.0,2.9410000000000003,0.0
Ashwin,38,2.6319999999999997,34.211,0.0,60.526,0.0,2.6319999999999997
Asif,39,2.5639999999999996,33.333,0.0,64.10300000000001,0.0,0.0
Asim,31,0.0,41.935,0.0,54.839,3.2260000000000004,0.0
Asma,33,0.0,36.364000000000004,3.03,57.576,3.03,0.0
Astrid,60,16.667,75.0,1.6669999999999998,6.667000000000001,0.0,0.0
Athanasios,38,0.0,100.0,0.0,0.0,0.0,0.0
Athena,102,6.8629999999999995,85.294,3.9219999999999997,3.9219999999999997,0.0,0.0
Atul,65,0.0,15.385,0.0,84.615,0.0,0.0
Aubrey,196,1.531,84.184,10.714,3.0610000000000004,0.51,0.0
Audra,190,4.737,87.895,6.8420000000000005,0.0,0.526,0.0
Audrey,1008,1.786,84.72200000000001,10.714,2.381,0.298,0.099
August,132,2.273,96.212,0.0,1.515,0.0,0.0
Augustin,33,48.485,33.333,12.120999999999999,6.061,0.0,0.0
Augustine,88,26.136,36.364000000000004,23.864,13.636,0.0,0.0
Augusto,70,55.714,21.429000000000002,1.429,21.429000000000002,0.0,0.0
Augustus,37,0.0,72.973,21.622,5.405,0.0,0.0
Aura,61,65.574,27.869,1.639,4.918,0.0,0.0
Aurea,32,62.5,6.25,0.0,31.25,0.0,0.0
Aurelia,69,44.928000000000004,46.376999999999995,4.348,4.348,0.0,0.0
Aurelio,111,81.081,13.514000000000001,0.0,5.405,0.0,0.0
Aurora,204,50.98,25.98,2.451,20.588,0.0,0.0
Austin,394,0.254,89.086,5.0760000000000005,5.0760000000000005,0.0,0.508
Autumn,164,1.22,95.73200000000001,1.829,1.22,0.0,0.0
Ava,110,3.636,69.09100000000001,19.090999999999998,6.364,0.0,1.818
Avelino,32,53.125,9.375,0.0,37.5,0.0,0.0
Avery,87,0.0,73.563,24.138,2.299,0.0,0.0
Avi,37,5.405,91.89200000000001,0.0,2.7030000000000003,0.0,0.0
Avis,48,0.0,66.667,33.333,0.0,0.0,0.0
Aviva,34,0.0,100.0,0.0,0.0,0.0,0.0
Axel,33,24.241999999999997,66.667,9.091000000000001,0.0,0.0,0.0
Ayanna,15,0.0,0.0,100.0,0.0,0.0,0.0
Aziz,44,2.273,68.182,6.818,22.726999999999997,0.0,0.0
Azucena,42,80.952,9.524,0.0,9.524,0.0,0.0
Ba,18,0.0,0.0,0.0,100.0,0.0,0.0
Babak,34,0.0,91.176,2.9410000000000003,5.882000000000001,0.0,0.0
Babette,34,0.0,94.118,0.0,5.882000000000001,0.0,0.0
Bahman,31,0.0,83.87100000000001,3.2260000000000004,9.677,0.0,3.2260000000000004
Bahram,36,0.0,91.667,0.0,8.333,0.0,0.0
Bailey,45,0.0,97.77799999999999,0.0,2.222,0.0,0.0
Balaji,47,2.128,12.765999999999998,2.128,80.851,2.128,0.0
Baldev,33,0.0,30.303,0.0,63.636,6.061,0.0
Baltazar,53,86.792,3.7739999999999996,1.8869999999999998,7.547000000000001,0.0,0.0
Balwinder,33,0.0,24.241999999999997,0.0,75.758,0.0,0.0
Bambi,46,0.0,95.652,2.174,2.174,0.0,0.0
Bao,111,0.0,1.8019999999999998,0.0,96.396,0.9009999999999999,0.9009999999999999
Barbara,12854,1.626,93.068,4.551,0.583,0.09300000000000001,0.078
Barbra,66,3.03,92.42399999999999,4.545,0.0,0.0,0.0
Barney,65,4.615,76.923,9.231,9.231,0.0,0.0
Barrett,91,0.0,96.70299999999999,2.198,1.099,0.0,0.0
Barrie,41,0.0,100.0,0.0,0.0,0.0,0.0
Barron,31,0.0,70.968,25.805999999999997,0.0,3.2260000000000004,0.0
Barry,2515,0.596,95.149,2.903,1.034,0.11900000000000001,0.19899999999999998
Bart,279,0.7170000000000001,96.774,0.7170000000000001,1.7919999999999998,0.0,0.0
Bartholomew,47,2.128,78.723,14.894,2.128,0.0,2.128
Bartley,32,0.0,100.0,0.0,0.0,0.0,0.0
Barton,152,1.3159999999999998,98.02600000000001,0.0,0.6579999999999999,0.0,0.0
Basil,76,1.3159999999999998,90.789,7.895,0.0,0.0,0.0
Bassam,53,0.0,88.679,0.0,9.434,1.8869999999999998,0.0
Baxter,15,0.0,100.0,0.0,0.0,0.0,0.0
Beata,81,0.0,96.296,0.0,3.7039999999999997,0.0,0.0
Beate,31,0.0,96.774,0.0,3.2260000000000004,0.0,0.0
Beatrice,368,14.13,61.957,19.293,3.804,0.815,0.0
Beatriz,267,79.02600000000001,16.479,0.7490000000000001,3.745,0.0,0.0
Beau,150,0.0,98.0,0.0,1.3330000000000002,0.0,0.667
Beckie,21,0.0,100.0,0.0,0.0,0.0,0.0
Becky,769,2.081,93.49799999999999,0.78,3.511,0.0,0.13
Belen,48,56.25,18.75,2.083,22.916999999999998,0.0,0.0
Belinda,542,10.148,70.295,14.207,4.613,0.0,0.738
Bella,63,3.175,74.60300000000001,1.587,19.048,0.0,1.587
Ben,634,3.312,77.12899999999999,3.628,15.615,0.0,0.315
Benedetto,24,0.0,100.0,0.0,0.0,0.0,0.0
Benedict,96,4.167,64.583,6.25,23.958000000000002,0.0,1.042
Benigno,30,80.0,3.333,0.0,16.667,0.0,0.0
Benita,95,18.947,49.474,23.158,8.421,0.0,0.0
Benito,136,80.14699999999999,8.824,0.735,10.294,0.0,0.0
Benjamin,4232,6.876,85.184,2.906,4.678999999999999,0.165,0.18899999999999997
Bennett,115,0.0,91.304,4.348,4.348,0.0,0.0
Bennie,148,4.73,61.486000000000004,32.431999999999995,0.6759999999999999,0.0,0.6759999999999999
Benny,211,9.005,61.611000000000004,5.687,21.326999999999998,1.422,0.948
Benson,47,0.0,40.426,6.382999999999999,53.191,0.0,0.0
Benton,39,2.5639999999999996,89.744,0.0,5.127999999999999,2.5639999999999996,0.0
